data;tipoCombustivel;precoMedio
"2022-02-27";"Gasóleo simples";"1,6565 €"
"2022-02-28";"Gasóleo simples";"1,6746 €"
"2022-03-01";"Gasóleo simples";"1,6761 €"
"2022-03-02";"Gasóleo simples";"1,6780 €"
"2022-03-03";"Gasóleo simples";"1,6784 €"
"2022-03-04";"Gasóleo simples";"1,6781 €"
"2022-03-05";"Gasóleo simples";"1,6742 €"
"2022-03-06";"Gasóleo simples";"1,6823 €"
"2022-03-07";"Gasóleo simples";"1,8120 €"
"2022-03-08";"Gasóleo simples";"1,8320 €"
"2022-03-09";"Gasóleo simples";"1,8361 €"
"2022-03-10";"Gasóleo simples";"1,8371 €"
"2022-03-11";"Gasóleo simples";"1,8369 €"
"2022-03-12";"Gasóleo simples";"1,8331 €"
"2022-03-13";"Gasóleo simples";"1,8458 €"
"2022-03-14";"Gasóleo simples";"1,9788 €"
"2022-03-15";"Gasóleo simples";"1,9912 €"
"2022-03-16";"Gasóleo simples";"1,9915 €"
"2022-03-17";"Gasóleo simples";"1,9915 €"
"2022-03-18";"Gasóleo simples";"1,9912 €"
"2022-03-19";"Gasóleo simples";"1,9870 €"
"2022-03-20";"Gasóleo simples";"1,9761 €"
"2022-03-21";"Gasóleo simples";"1,8466 €"
"2022-03-22";"Gasóleo simples";"1,8396 €"
"2022-03-23";"Gasóleo simples";"1,8386 €"
"2022-03-24";"Gasóleo simples";"1,8387 €"
"2022-03-25";"Gasóleo simples";"1,8380 €"
"2022-03-26";"Gasóleo simples";"1,8339 €"
"2022-03-27";"Gasóleo simples";"1,8451 €"
"2022-03-28";"Gasóleo simples";"1,9952 €"
"2022-03-29";"Gasóleo simples";"2,0079 €"
"2022-03-30";"Gasóleo simples";"2,0097 €"
"2022-03-31";"Gasóleo simples";"2,0104 €"
"2022-04-01";"Gasóleo simples";"2,0098 €"
"2022-04-02";"Gasóleo simples";"2,0060 €"
"2022-04-03";"Gasóleo simples";"2,0012 €"
"2022-04-04";"Gasóleo simples";"1,9266 €"
"2022-04-05";"Gasóleo simples";"1,9110 €"
"2022-04-06";"Gasóleo simples";"1,9102 €"
"2022-04-07";"Gasóleo simples";"1,9097 €"
"2022-04-08";"Gasóleo simples";"1,9087 €"
"2022-04-09";"Gasóleo simples";"1,9044 €"
"2022-04-10";"Gasóleo simples";"1,9022 €"
"2022-04-11";"Gasóleo simples";"1,8638 €"
"2022-04-12";"Gasóleo simples";"1,8588 €"
"2022-04-13";"Gasóleo simples";"1,8583 €"
"2022-04-14";"Gasóleo simples";"1,8578 €"
"2022-04-15";"Gasóleo simples";"1,8568 €"
"2022-04-16";"Gasóleo simples";"1,8528 €"
"2022-04-17";"Gasóleo simples";"1,8533 €"
"2022-04-18";"Gasóleo simples";"1,8805 €"
"2022-04-19";"Gasóleo simples";"1,8858 €"
"2022-04-20";"Gasóleo simples";"1,8873 €"
"2022-04-21";"Gasóleo simples";"1,8876 €"
"2022-04-22";"Gasóleo simples";"1,8868 €"
"2022-04-23";"Gasóleo simples";"1,8827 €"
"2022-04-24";"Gasóleo simples";"1,8861 €"
"2022-04-25";"Gasóleo simples";"1,9257 €"
"2022-04-26";"Gasóleo simples";"1,9386 €"
"2022-04-27";"Gasóleo simples";"1,9402 €"
"2022-04-28";"Gasóleo simples";"1,9405 €"
"2022-04-29";"Gasóleo simples";"1,9398 €"
"2022-04-30";"Gasóleo simples";"1,9357 €"
"2022-05-01";"Gasóleo simples";"1,9270 €"
"2022-05-02";"Gasóleo simples";"1,8399 €"
"2022-05-03";"Gasóleo simples";"1,8346 €"
"2022-05-04";"Gasóleo simples";"1,8361 €"
"2022-05-05";"Gasóleo simples";"1,8362 €"
"2022-05-06";"Gasóleo simples";"1,8355 €"
"2022-05-07";"Gasóleo simples";"1,8306 €"
"2022-05-08";"Gasóleo simples";"1,8332 €"
"2022-05-09";"Gasóleo simples";"1,8399 €"
"2022-05-10";"Gasóleo simples";"1,8411 €"
"2022-05-11";"Gasóleo simples";"1,8409 €"
"2022-05-12";"Gasóleo simples";"1,8412 €"
"2022-05-13";"Gasóleo simples";"1,8404 €"
"2022-05-14";"Gasóleo simples";"1,8360 €"
"2022-05-15";"Gasóleo simples";"1,8335 €"
"2022-05-16";"Gasóleo simples";"1,7966 €"
"2022-05-17";"Gasóleo simples";"1,7902 €"
"2022-05-18";"Gasóleo simples";"1,7892 €"
"2022-05-19";"Gasóleo simples";"1,7884 €"
"2022-05-20";"Gasóleo simples";"1,7881 €"
"2022-05-21";"Gasóleo simples";"1,7838 €"
"2022-05-22";"Gasóleo simples";"1,7829 €"
"2022-05-23";"Gasóleo simples";"1,7653 €"
"2022-05-24";"Gasóleo simples";"1,7598 €"
"2022-05-25";"Gasóleo simples";"1,7591 €"
"2022-05-26";"Gasóleo simples";"1,7587 €"
"2022-05-27";"Gasóleo simples";"1,7579 €"
"2022-05-28";"Gasóleo simples";"1,7531 €"
"2022-05-29";"Gasóleo simples";"1,7551 €"
"2022-05-30";"Gasóleo simples";"1,7890 €"
"2022-05-31";"Gasóleo simples";"1,7951 €"
